date,tournament,home_team,away_team,home_score,away_score,winner,tournament_category
1980-12-07,Friendly,Kenya,Zambia,1,1,Draw,Friendly/Invitationals
1980-12-07,FIFA World Cup qualification,Liberia,Guinea,0,0,Draw,Other Tournaments
1980-12-07,Friendly,Mali,Togo,1,2,Togo,Friendly/Invitationals
1980-12-07,FIFA World Cup qualification,Malta,Poland,0,2,Poland,Other Tournaments
1980-12-08,Friendly,Uruguay,Finland,6,0,Uruguay,Friendly/Invitationals
1980-12-09,Friendly,Mali,Togo,4,0,Mali,Friendly/Invitationals
1980-12-10,CONCACAF Championship qualification,Costa Rica,El Salvador,0,0,Draw,Other Tournaments
1980-12-10,Friendly,Kenya,Zambia,2,0,Kenya,Friendly/Invitationals
1980-12-11,Friendly,Uruguay,Bolivia,5,0,Uruguay,Friendly/Invitationals
1980-12-12,FIFA World Cup qualification,Algeria,Sudan,2,0,Algeria,Other Tournaments
1980-12-12,CONCACAF Championship qualification,Curaçao,Haiti,1,1,Draw,Other Tournaments
1980-12-12,Friendly,Kenya,Zambia,2,1,Kenya,Friendly/Invitationals
1980-12-12,Friendly,Saudi Arabia,Indonesia,8,0,Saudi Arabia,Friendly/Invitationals
1980-12-14,CONCACAF Championship qualification,Honduras,Panama,5,0,Honduras,Other Tournaments
1980-12-14,FIFA World Cup qualification,Niger,Togo,0,1,Togo,Other Tournaments
1980-12-14,Friendly,Saudi Arabia,Indonesia,3,0,Saudi Arabia,Friendly/Invitationals
1980-12-16,Friendly,Argentina,Switzerland,5,0,Argentina,Friendly/Invitationals
1980-12-17,FIFA World Cup qualification,Portugal,Israel,3,0,Portugal,Other Tournaments
1980-12-18,Friendly,Uruguay,Switzerland,4,0,Uruguay,Friendly/Invitationals
1980-12-20,FIFA World Cup qualification,Tanzania,Nigeria,0,2,Nigeria,Other Tournaments
1980-12-21,Friendly,Brazil,Switzerland,2,0,Brazil,Friendly/Invitationals
1980-12-21,FIFA World Cup qualification,DR Congo,Madagascar,3,2,DR Congo,Other Tournaments
1980-12-21,FIFA World Cup qualification,Cyprus,Belgium,0,2,Belgium,Other Tournaments
1980-12-21,CONCACAF Championship qualification,El Salvador,Guatemala,1,0,El Salvador,Other Tournaments
1980-12-21,FIFA World Cup qualification,Guinea,Liberia,1,0,Guinea,Other Tournaments
1980-12-21,FIFA World Cup qualification,Hong Kong,China PR,0,1,China PR,Other Tournaments
1980-12-22,FIFA World Cup qualification,North Korea,Macau,3,0,North Korea,Other Tournaments
1980-12-22,FIFA World Cup qualification,Singapore,Japan,0,1,Japan,Other Tournaments
1980-12-24,FIFA World Cup qualification,China PR,Macau,3,0,China PR,Other Tournaments
1980-12-24,FIFA World Cup qualification,Hong Kong,Singapore,1,1,Draw,Other Tournaments
1980-12-26,FIFA World Cup qualification,China PR,Japan,1,0,China PR,Other Tournaments
1980-12-26,FIFA World Cup qualification,Singapore,North Korea,0,1,North Korea,Other Tournaments
1980-12-28,FIFA World Cup qualification,Hong Kong,North Korea,2,2,Draw,Other Tournaments
1980-12-28,FIFA World Cup qualification,Japan,Macau,3,0,Japan,Other Tournaments
1980-12-28,FIFA World Cup qualification,Sudan,Algeria,1,1,Draw,Other Tournaments
1980-12-28,FIFA World Cup qualification,Togo,Niger,1,2,Niger,Other Tournaments
1980-12-30,FIFA World Cup qualification,North Korea,Japan,1,0,North Korea,Other Tournaments
1980-12-30,Mundialito,Uruguay,Netherlands,2,0,Uruguay,Other Tournaments
1980-12-31,FIFA World Cup qualification,Hong Kong,China PR,0,0,Draw,Other Tournaments
1981-01-01,Mundialito,Argentina,Germany,2,1,Argentina,Other Tournaments
1981-01-03,Mundialito,Uruguay,Italy,2,0,Uruguay,Other Tournaments
1981-01-04,Mundialito,Argentina,Brazil,1,1,Draw,Other Tournaments
1981-01-04,FIFA World Cup qualification,North Korea,China PR,2,4,China PR,Other Tournaments
1981-01-06,Mundialito,Netherlands,Italy,1,1,Draw,Other Tournaments
1981-01-07,Mundialito,Brazil,Germany,4,1,Brazil,Other Tournaments
1981-01-10,Mundialito,Uruguay,Brazil,2,1,Uruguay,Other Tournaments
1981-01-11,Friendly,Curaçao,Venezuela,3,1,Curaçao,Friendly/Invitationals
1981-01-11,Friendly,Tunisia,Qatar,4,0,Tunisia,Friendly/Invitationals
1981-01-18,Friendly,Venezuela,Curaçao,1,0,Venezuela,Friendly/Invitationals
1981-01-20,Friendly,Mexico,Bulgaria,1,1,Draw,Friendly/Invitationals
1981-01-25,Friendly,Japan,Poland,0,2,Poland,Friendly/Invitationals
1981-01-27,Friendly,Ecuador,Bulgaria,1,3,Bulgaria,Friendly/Invitationals
1981-01-27,Friendly,Japan,Poland,2,4,Poland,Friendly/Invitationals
1981-01-28,FIFA World Cup qualification,Greece,Luxembourg,2,0,Greece,Other Tournaments
1981-01-30,Friendly,Japan,Poland,1,4,Poland,Friendly/Invitationals
1981-02-01,Friendly,Bolivia,Bulgaria,1,3,Bulgaria,Friendly/Invitationals
1981-02-01,Friendly,Colombia,Brazil,1,1,Draw,Friendly/Invitationals
1981-02-01,Friendly,Japan,Poland,0,3,Poland,Friendly/Invitationals
1981-02-02,Amílcar Cabral Cup,Gambia,Guinea,1,1,Draw,Other Tournaments
1981-02-02,Amílcar Cabral Cup,Mali,Mauritania,2,0,Mali,Other Tournaments
1981-02-03,Amílcar Cabral Cup,Cape Verde,Senegal,0,1,Senegal,Other Tournaments
1981-02-04,Amílcar Cabral Cup,Mali,Guinea,1,1,Draw,Other Tournaments
1981-02-04,Friendly,Peru,Czechoslovakia,1,3,Czechoslovakia,Friendly/Invitationals
1981-02-05,Amílcar Cabral Cup,Guinea-Bissau,Senegal,0,1,Senegal,Other Tournaments
1981-02-06,Amílcar Cabral Cup,Guinea,Mauritania,2,1,Guinea,Other Tournaments
1981-02-06,Friendly,Jordan,Iraq,0,2,Iraq,Friendly/Invitationals
1981-02-06,Amílcar Cabral Cup,Mali,Gambia,4,1,Mali,Other Tournaments
1981-02-07,Amílcar Cabral Cup,Cape Verde,Guinea-Bissau,3,0,Cape Verde,Other Tournaments
1981-02-08,Friendly,Jordan,Iraq,0,2,Iraq,Friendly/Invitationals
1981-02-08,Friendly,Malaysia,Japan,1,0,Malaysia,Friendly/Invitationals
1981-02-08,FIFA World Cup qualification,Venezuela,Brazil,0,1,Brazil,Other Tournaments
1981-02-09,Amílcar Cabral Cup,Mali,Cape Verde,2,0,Mali,Other Tournaments
1981-02-10,Amílcar Cabral Cup,Guinea,Senegal,1,0,Guinea,Other Tournaments
1981-02-10,Friendly,Malaysia,Japan,1,1,Draw,Friendly/Invitationals
1981-02-11,Amílcar Cabral Cup,Guinea-Bissau,Mauritania,4,3,Guinea-Bissau,Other Tournaments
1981-02-11,Friendly,Mexico,South Korea,4,0,Mexico,Friendly/Invitationals
1981-02-11,Friendly,Peru,Bulgaria,1,2,Bulgaria,Friendly/Invitationals
1981-02-12,Amílcar Cabral Cup,Cape Verde,Senegal,1,5,Senegal,Other Tournaments
1981-02-13,Amílcar Cabral Cup,Mali,Guinea,0,0,Draw,Other Tournaments
1981-02-14,Friendly,Ecuador,Brazil,0,6,Brazil,Friendly/Invitationals
1981-02-14,Friendly,Oman,Jordan,0,1,Jordan,Friendly/Invitationals
1981-02-15,FIFA World Cup qualification,Bolivia,Venezuela,3,0,Bolivia,Other Tournaments
1981-02-15,Friendly,Morocco,Syria,3,0,Morocco,Friendly/Invitationals
1981-02-16,Friendly,Oman,Jordan,0,2,Jordan,Friendly/Invitationals
1981-02-17,Friendly,Singapore,Japan,0,1,Japan,Friendly/Invitationals
1981-02-18,FIFA World Cup qualification,Belgium,Cyprus,3,2,Belgium,Other Tournaments
1981-02-18,Friendly,Spain,France,1,0,Spain,Friendly/Invitationals
1981-02-19,Friendly,Singapore,Japan,0,0,Draw,Friendly/Invitationals
1981-02-22,FIFA World Cup qualification,Bolivia,Brazil,1,2,Brazil,Other Tournaments
1981-02-22,FIFA World Cup qualification,Netherlands,Cyprus,3,0,Netherlands,Other Tournaments
1981-02-24,Friendly,Indonesia,Japan,2,0,Indonesia,Friendly/Invitationals
1981-02-24,Friendly,Republic of Ireland,Wales,1,3,Wales,Friendly/Invitationals
1981-02-25,FIFA World Cup qualification,Israel,Scotland,0,1,Scotland,Other Tournaments
1981-02-27,Friendly,Bahrain,Jordan,1,0,Bahrain,Friendly/Invitationals
1981-02-28,Friendly,Norway,Sweden,2,4,Sweden,Friendly/Invitationals
1981-03-01,Friendly,Finland,Sweden,2,1,Finland,Friendly/Invitationals
1981-03-02,Friendly,Tahiti,Fiji,1,0,Tahiti,Friendly/Invitationals
1981-03-05,Friendly,Bahrain,Tunisia,0,3,Tunisia,Friendly/Invitationals
1981-03-08,Friendly,Japan,South Korea,0,1,South Korea,Friendly/Invitationals
1981-03-08,Friendly,Liberia,Togo,2,0,Liberia,Friendly/Invitationals
1981-03-08,Friendly,Morocco,Iraq,1,1,Draw,Friendly/Invitationals
1981-03-08,Friendly,Saudi Arabia,Tunisia,1,2,Tunisia,Friendly/Invitationals
1981-03-10,Friendly,Chile,Colombia,1,0,Chile,Friendly/Invitationals
1981-03-10,Friendly,Tahiti,Fiji,2,1,Tahiti,Friendly/Invitationals
1981-03-11,FIFA World Cup qualification,Luxembourg,Greece,0,2,Greece,Other Tournaments
1981-03-11,Friendly,Saudi Arabia,Jordan,2,1,Saudi Arabia,Friendly/Invitationals
1981-03-14,Friendly,Brazil,Chile,2,1,Brazil,Friendly/Invitationals
1981-03-15,Friendly,Paraguay,Colombia,0,2,Colombia,Friendly/Invitationals
1981-03-15,FIFA World Cup qualification,Venezuela,Bolivia,1,0,Venezuela,Other Tournaments
1981-03-18,FIFA World Cup qualification,Qatar,Iraq,0,1,Iraq,Other Tournaments
1981-03-19,Friendly,Colombia,Chile,1,2,Chile,Friendly/Invitationals
1981-03-19,FIFA World Cup qualification,Syria,Bahrain,0,1,Bahrain,Other Tournaments
1981-03-21,FIFA World Cup qualification,Saudi Arabia,Iraq,1,0,Saudi Arabia,Other Tournaments
1981-03-21,Muratti Vase,Alderney,Jersey,0,5,Jersey,Other Tournaments
1981-03-22,FIFA World Cup qualification,Brazil,Bolivia,3,1,Brazil,Other Tournaments
1981-03-22,African Cup of Nations qualification,Morocco,Liberia,3,1,Morocco,Other Tournaments
1981-03-22,FIFA World Cup qualification,Qatar,Bahrain,3,0,Qatar,Other Tournaments
1981-03-24,Friendly,Czechoslovakia,Switzerland,0,1,Switzerland,Friendly/Invitationals
1981-03-24,FIFA World Cup qualification,Saudi Arabia,Syria,2,0,Saudi Arabia,Other Tournaments
1981-03-25,FIFA World Cup qualification,Belgium,Republic of Ireland,1,0,Belgium,Other Tournaments
1981-03-25,Friendly,England,Spain,1,2,Spain,Friendly/Invitationals
1981-03-25,FIFA World Cup qualification,Iraq,Bahrain,2,0,Iraq,Other Tournaments
1981-03-25,FIFA World Cup qualification,Netherlands,France,1,0,Netherlands,Other Tournaments
1981-03-25,Friendly,Romania,Poland,2,0,Romania,Friendly/Invitationals
1981-03-25,FIFA World Cup qualification,Scotland,Northern Ireland,1,1,Draw,Other Tournaments
1981-03-25,Friendly,Senegal,Guinea,0,1,Guinea,Friendly/Invitationals
1981-03-25,FIFA World Cup qualification,Turkey,Wales,0,1,Wales,Other Tournaments
1981-03-25,Friendly,Yugoslavia,Bulgaria,2,1,Yugoslavia,Friendly/Invitationals
1981-03-27,FIFA World Cup qualification,Qatar,Syria,2,1,Qatar,Other Tournaments
1981-03-28,FIFA World Cup qualification,Saudi Arabia,Bahrain,1,0,Saudi Arabia,Other Tournaments
1981-03-29,FIFA World Cup qualification,Brazil,Venezuela,5,0,Brazil,Other Tournaments
1981-03-30,FIFA World Cup qualification,Iraq,Syria,2,1,Iraq,Other Tournaments
1981-03-31,FIFA World Cup qualification,Saudi Arabia,Qatar,1,0,Saudi Arabia,Other Tournaments
1981-04-01,FIFA World Cup qualification,Albania,Germany,0,2,Germany,Other Tournaments
1981-04-01,Friendly,Cameroon,Niger,2,0,Cameroon,Friendly/Invitationals
1981-04-03,Friendly,Algeria,Senegal,2,0,Algeria,Friendly/Invitationals
1981-04-04,African Cup of Nations qualification,Kenya,Egypt,3,5,Egypt,Other Tournaments
1981-04-04,African Cup of Nations qualification,Liberia,Morocco,0,5,Morocco,Other Tournaments
1981-04-04,FIFA World Cup qualification,Malta,German DR,1,2,German DR,Other Tournaments
1981-04-04,Friendly,Nigeria,Angola,0,0,Draw,Friendly/Invitationals
1981-04-05,African Cup of Nations qualification,Cameroon,Togo,4,0,Cameroon,Other Tournaments
1981-04-05,African Cup of Nations qualification,DR Congo,Mozambique,2,1,DR Congo,Other Tournaments
1981-04-05,Friendly,Singapore,Malaysia,1,1,Draw,Friendly/Invitationals
1981-04-05,Friendly,Zambia,Congo,1,1,Draw,Friendly/Invitationals
1981-04-08,Friendly,Israel,Romania,2,1,Israel,Friendly/Invitationals
1981-04-10,African Cup of Nations qualification,Algeria,Mali,5,1,Algeria,Other Tournaments
1981-04-11,African Cup of Nations qualification,Ghana,Congo,1,1,Draw,Other Tournaments
1981-04-11,African Cup of Nations qualification,Zimbabwe,Zambia,0,1,Zambia,Other Tournaments
1981-04-12,FIFA World Cup qualification,DR Congo,Cameroon,1,0,DR Congo,Other Tournaments
1981-04-12,Friendly,Ethiopia,Kenya,0,0,Draw,Friendly/Invitationals
1981-04-12,FIFA World Cup qualification,Guinea,Nigeria,1,1,Draw,Other Tournaments
1981-04-12,African Cup of Nations qualification,Tunisia,Senegal,1,0,Tunisia,Other Tournaments
1981-04-14,Friendly,Togo,Congo,2,1,Togo,Friendly/Invitationals
1981-04-15,Friendly,Cyprus,Greece,0,1,Greece,Friendly/Invitationals
1981-04-15,Friendly,Denmark,Romania,2,1,Denmark,Friendly/Invitationals
1981-04-15,Friendly,Portugal,Bulgaria,1,1,Draw,Friendly/Invitationals
1981-04-15,Friendly,Spain,Hungary,0,3,Hungary,Friendly/Invitationals
1981-04-15,FIFA World Cup qualification,Turkey,Czechoslovakia,0,3,Czechoslovakia,Other Tournaments
1981-04-15,FIFA World Cup qualification,Nigeria,Guinea,1,0,Nigeria,Other Tournaments
1981-04-17,Friendly,Malaysia,Singapore,1,2,Singapore,Friendly/Invitationals
1981-04-18,Friendly,Botswana,Malawi,2,5,Malawi,Friendly/Invitationals
1981-04-18,African Cup of Nations qualification,Egypt,Kenya,2,0,Egypt,Other Tournaments
1981-04-18,Friendly,Lesotho,Mozambique,0,2,Mozambique,Friendly/Invitationals
1981-04-18,Friendly,Eswatini,Zambia,1,6,Zambia,Friendly/Invitationals
1981-04-19,Friendly,Chile,Peru,3,0,Chile,Friendly/Invitationals
1981-04-19,Friendly,Ethiopia,Sudan,1,1,Draw,Friendly/Invitationals
1981-04-19,Friendly,Italy,German DR,0,0,Draw,Friendly/Invitationals
1981-04-19,Friendly,Malawi,Zambia,2,1,Malawi,Friendly/Invitationals
1981-04-19,African Cup of Nations qualification,Mali,Algeria,3,0,Mali,Other Tournaments
1981-04-19,African Cup of Nations qualification,Mozambique,DR Congo,3,3,Draw,Other Tournaments
1981-04-19,African Cup of Nations qualification,Togo,Cameroon,2,2,Draw,Other Tournaments
1981-04-20,Friendly,Zimbabwe,Malawi,4,0,Zimbabwe,Friendly/Invitationals
1981-04-21,Friendly,Ethiopia,Sudan,2,0,Ethiopia,Friendly/Invitationals
1981-04-21,FIFA World Cup qualification,South Korea,Malaysia,2,1,South Korea,Other Tournaments
1981-04-22,FIFA World Cup qualification,Kuwait,Thailand,6,0,Kuwait,Other Tournaments
1981-04-24,FIFA World Cup qualification,South Korea,Thailand,5,1,South Korea,Other Tournaments
1981-04-25,FIFA World Cup qualification,Kuwait,Malaysia,4,0,Kuwait,Other Tournaments
1981-04-25,FIFA World Cup qualification,New Zealand,Australia,3,3,Draw,Other Tournaments
1981-04-25,African Cup of Nations qualification,Zambia,Zimbabwe,2,0,Zambia,Other Tournaments
1981-04-26,FIFA World Cup qualification,Cameroon,DR Congo,6,1,Cameroon,Other Tournaments
1981-04-26,African Cup of Nations qualification,Congo,Ghana,0,1,Ghana,Other Tournaments
1981-04-26,African Cup of Nations qualification,Ethiopia,Rwanda,1,0,Ethiopia,Other Tournaments
1981-04-26,FIFA World Cup qualification,Morocco,Egypt,1,0,Morocco,Other Tournaments
1981-04-26,African Cup of Nations qualification,Senegal,Tunisia,0,0,Draw,Other Tournaments
1981-04-27,FIFA World Cup qualification,Malaysia,Thailand,2,2,Draw,Other Tournaments
1981-04-28,FIFA World Cup qualification,Scotland,Israel,3,1,Scotland,Other Tournaments
1981-04-28,FIFA World Cup qualification,Switzerland,Hungary,2,2,Draw,Other Tournaments
1981-04-29,Friendly,Bulgaria,Norway,1,0,Bulgaria,Friendly/Invitationals
1981-04-29,Copa Juan Pinto Durán,Chile,Uruguay,1,2,Uruguay,Other Tournaments
1981-04-29,FIFA World Cup qualification,Cyprus,Netherlands,0,1,Netherlands,Other Tournaments
1981-04-29,FIFA World Cup qualification,England,Romania,0,0,Draw,Other Tournaments
1981-04-29,FIFA World Cup qualification,France,Belgium,3,2,France,Other Tournaments
1981-04-29,FIFA World Cup qualification,Germany,Austria,2,0,Germany,Other Tournaments
1981-04-29,Friendly,Republic of Ireland,Czechoslovakia,3,1,Republic of Ireland,Friendly/Invitationals
1981-04-29,FIFA World Cup qualification,Kuwait,South Korea,2,0,Kuwait,Other Tournaments
1981-04-29,FIFA World Cup qualification,Northern Ireland,Portugal,1,0,Northern Ireland,Other Tournaments
1981-04-29,FIFA World Cup qualification,Yugoslavia,Greece,5,1,Yugoslavia,Other Tournaments
1981-05-01,FIFA World Cup qualification,Algeria,Niger,4,0,Algeria,Other Tournaments
1981-05-01,FIFA World Cup qualification,Luxembourg,Denmark,1,2,Denmark,Other Tournaments
1981-05-02,FIFA World Cup qualification,Poland,German DR,1,0,Poland,Other Tournaments
1981-05-03,FIFA World Cup qualification,Fiji,New Zealand,0,4,New Zealand,Other Tournaments
1981-05-04,Muratti Vase,Guernsey,Jersey,1,4,Jersey,Other Tournaments
1981-05-06,Friendly,Liberia,Guinea,2,1,Liberia,Friendly/Invitationals
1981-05-07,FIFA World Cup qualification,Taiwan,New Zealand,0,0,Draw,Other Tournaments
1981-05-08,FIFA World Cup qualification,Egypt,Morocco,0,0,Draw,Other Tournaments
1981-05-10,African Cup of Nations qualification,Rwanda,Ethiopia,1,0,Rwanda,Other Tournaments
1981-05-11,FIFA World Cup qualification,Indonesia,New Zealand,0,2,New Zealand,Other Tournaments
1981-05-12,Friendly,England,Brazil,0,1,Brazil,Friendly/Invitationals
1981-05-13,FIFA World Cup qualification,Bulgaria,Finland,4,0,Bulgaria,Other Tournaments
1981-05-13,FIFA World Cup qualification,Hungary,Romania,1,0,Hungary,Other Tournaments
1981-05-14,Nordic Championship,Sweden,Denmark,1,2,Denmark,Other Tournaments
1981-05-15,Friendly,France,Brazil,1,3,Brazil,Friendly/Invitationals
1981-05-16,FIFA World Cup qualification,Australia,New Zealand,0,2,New Zealand,Other Tournaments
1981-05-16,British Home Championship,Wales,Scotland,2,0,Wales,Other Tournaments
1981-05-17,FIFA World Cup qualification,Ecuador,Paraguay,1,0,Ecuador,Other Tournaments
1981-05-17,Friendly,Ethiopia,Yemen DPR,1,1,Draw,Friendly/Invitationals
1981-05-19,Friendly,German DR,Cuba,5,0,German DR,Friendly/Invitationals
1981-05-19,Friendly,Germany,Brazil,1,2,Brazil,Friendly/Invitationals
1981-05-19,British Home Championship,Scotland,Northern Ireland,2,0,Scotland,Other Tournaments
1981-05-20,FIFA World Cup qualification,Australia,Indonesia,2,0,Australia,Other Tournaments
1981-05-20,British Home Championship,England,Wales,0,0,Draw,Other Tournaments
1981-05-20,FIFA World Cup qualification,Norway,Hungary,1,2,Hungary,Other Tournaments
1981-05-23,British Home Championship,England,Scotland,0,1,Scotland,Other Tournaments
1981-05-23,FIFA World Cup qualification,New Zealand,Indonesia,5,0,New Zealand,Other Tournaments
1981-05-23,Friendly,Poland,Republic of Ireland,3,0,Poland,Friendly/Invitationals
1981-05-24,FIFA World Cup qualification,Ecuador,Chile,0,0,Draw,Other Tournaments
1981-05-24,FIFA World Cup qualification,Finland,Germany,0,4,Germany,Other Tournaments
1981-05-27,FIFA World Cup qualification,Czechoslovakia,Iceland,6,1,Czechoslovakia,Other Tournaments
1981-05-28,FIFA World Cup qualification,Austria,Bulgaria,2,0,Austria,Other Tournaments
1981-05-30,FIFA World Cup qualification,New Zealand,Taiwan,2,0,New Zealand,Other Tournaments
1981-05-30,FIFA World Cup qualification,Switzerland,England,2,1,Switzerland,Other Tournaments
1981-05-30,FIFA World Cup qualification,Wales,Russia,0,0,Draw,Other Tournaments
1981-05-31,FIFA World Cup qualification,Fiji,Indonesia,0,0,Draw,Other Tournaments
1981-05-31,FIFA World Cup qualification,Niger,Algeria,1,0,Niger,Other Tournaments
1981-05-31,FIFA World Cup qualification,Paraguay,Ecuador,3,1,Paraguay,Other Tournaments
1981-06-01,Friendly,Equatorial Guinea,São Tomé and Príncipe,1,1,Draw,Friendly/Invitationals
1981-06-02,Kirin Cup,Japan,China PR,0,0,Draw,Friendly/Invitationals
1981-06-03,FIFA World Cup qualification,Denmark,Italy,3,1,Denmark,Other Tournaments
1981-06-03,FIFA World Cup qualification,Romania,Norway,1,0,Romania,Other Tournaments
1981-06-03,FIFA World Cup qualification,Sweden,Northern Ireland,1,0,Sweden,Other Tournaments
1981-06-06,FIFA World Cup qualification,Fiji,Taiwan,2,1,Fiji,Other Tournaments
1981-06-06,FIFA World Cup qualification,Hungary,England,1,3,England,Other Tournaments
1981-06-07,FIFA World Cup qualification,Paraguay,Chile,0,1,Chile,Other Tournaments
1981-06-07,CFU Caribbean Cup qualification,Suriname,French Guiana,3,1,Suriname,Other Tournaments
1981-06-10,FIFA World Cup qualification,Australia,Taiwan,3,2,Australia,Other Tournaments
